Bedrooms,Bathrooms,Location,Price
1,2.0,Westlands,11400000
4,6.0,Kilimani,26300000
1,1.0,Westlands,9100000
1,1.0,Westlands,7500000
1,1.0,Lavington,7000000
3,2.0,Kileleshwa,18750000
3,4.0,Kilimani,16500000
1,1.0,Westlands,6400000
3,3.0,Westlands,24000000
2,2.0,Kileleshwa,11000000
1,1.0,Lavington,7720000
1,1.0,Westlands,8700000
4,5.0,Kileleshwa,24500000
3,2.0,Parklands,18000000
6,8.0,Kileleshwa,98000000
4,4.0,Kileleshwa,20000000
3,3.0,Westlands,23000000
2,2.0,Kitisuru,12000000
1,2.0,Riverside,17300000
4,4.0,Loresho,87500000
1,2.0,Westlands,6450000
4,4.0,Kilimani,14800000
4,4.0,Westlands,14500000
2,3.0,Westlands,13550000
1,1.0,Kileleshwa,4000000
5,5.0,Kilimani,33500000
4,4.0,Kileleshwa,25000000
0,,Kilimani,4900000
0,1.0,Dagoretti,1900000
3,3.0,Lavington,11000000
3,4.0,Kileleshwa,19500000
4,4.0,Spring Valley,29500000
1,1.0,Westlands,9120000
4,5.0,Kilimani,26000000
1,1.0,Westlands,11089000
2,2.0,Kilimani,14800000
2,2.0,Westlands,12500000
1,1.0,Westlands,8400000
3,3.0,Kileleshwa,16500000
1,1.0,Westlands,7700000
2,1.0,Ngong Road,6600000
3,3.0,Parklands,23100000
3,2.0,Ngong Road,14000000
2,2.0,Westlands,8000000
1,1.0,Westlands,7800000
2,3.0,Kileleshwa,14500000
2,2.0,Kilimani,16200000
2,2.0,Westlands,7900000
2,2.0,Westlands,11900000
0,,"Ndwaru Road, Naivasha Road",2700000
3,3.0,Riverside,37900000
2,1.0,Mombasa Road,4500000
2,2.0,Kilimani,7500000
4,5.0,Kilimani,26300000
2,2.0,Westlands,12000000
3,3.0,Lavington,19000000
2,2.0,Parklands,12000000
2,2.0,Kilimani,11000000
3,4.0,Upper Hill,25000000
2,1.0,Kilimani,6900000
3,3.0,Kilimani,28000000
3,2.0,Kileleshwa,27000000
4,4.0,Westlands,30000000
2,2.0,Westlands,11700000
3,3.0,Westlands,17800000
4,,Kilimani,26000000
2,2.0,Thika,8000000
3,3.0,Lavington,13000000
4,5.0,Kileleshwa,23500000
1,1.0,Lavington,6500000
1,1.0,Thika,8300000
1,1.0,Westlands,8000000
2,2.0,Westlands,8000000
2,3.0,Kileleshwa,9800000
2,2.0,Upper Hill,28000000
2,2.0,Ruaka,7000000
2,2.0,South C,55000000
2,1.0,Westlands,21500000
3,4.0,Kileleshwa,16500000
4,4.0,Westlands,59900000
4,4.0,Westlands,33000000
4,6.0,Kileleshwa,32000000
3,3.0,Kileleshwa,13500000
2,2.0,Kileleshwa,7700000
2,1.0,Mombasa Road,6500000
3,4.0,Westlands,23200000
1,1.0,Westlands,8300000
2,2.0,Lavington,8500000
1,1.0,Kilimani,5500000
2,3.0,Kilimani,14000000
4,4.0,Kileleshwa,24600000
2,2.0,Kileleshwa,7800000
3,3.0,Kilimani,16500000
2,3.0,Lavington,20000000
1,1.0,Westlands,11000000
2,2.0,Lavington,11000000
1,2.0,Kilimani,7000000
2,2.0,Lavington,18000000
3,3.0,Westlands,32000000
1,1.0,Lavington,6700000
3,4.0,Kileleshwa,15000000
4,3.0,Parklands,33000000
4,6.0,Kileleshwa,81000000
4,6.0,Kileleshwa,24500000
0,1.0,Ngong Road,1900000
4,4.0,Kilimani,26300000
3,4.0,Westlands,26000000
0,1.0,Ngong Road,1900000
2,2.0,Westlands,8000000
3,2.0,Embakasi,7500000
3,3.0,Lavington,11000000
4,6.0,Kileleshwa,28000000
1,1.0,Westlands,7800000
1,1.0,Lavington,5000000
2,2.0,Lavington,17930000
2,,Riverside,20000000
3,4.0,Kilimani,22500000
3,3.0,Lavington,11000000
1,1.0,Westlands,6500000
5,5.0,Kilimani,34000000
4,2.0,Westlands,27000000
3,3.0,Kilimani,11500000
3,4.0,Westlands,15000000
2,2.0,Riverside,13000000
3,3.0,Kilimani,13000000
2,2.0,Kilimani,9500000
5,6.0,Kilimani,35000000
2,3.0,Kilimani,12800000
2,2.0,Kilimani,15000000
3,3.0,Kileleshwa,16500000
3,3.0,Lavington,16000000
2,1.0,Kilimani,7000000
4,4.0,Kilimani,25000000
6,7.0,Lavington,33500000
4,4.0,Lower Kabete,29500000
3,3.0,Kileleshwa,13000000
2,2.0,Kileleshwa,7800000
3,3.0,Lavington,18000000
3,3.0,Kiambu,12800000
4,5.0,Lavington,55000000
3,3.0,Parklands,23000000
2,1.0,Kileleshwa,7000000
1,1.0,Kilimani,6000000
2,1.0,Riverside,7900000
3,5.0,Kilimani,16000000
2,2.0,Thika,8000000
4,4.0,Parklands,26000000
2,1.0,Mombasa Road,5500000
5,5.0,Kilimani,32000000
1,1.0,Westlands,9600000
1,1.0,Westlands,7800000
2,2.0,Westlands,12000000
2,1.0,Lavington,7500000
2,1.0,Lavington,7000000
3,3.0,Kileleshwa,20000000
0,1.0,Westlands,7992400
2,3.0,Kilimani,13000000
3,3.0,Kilimani,16500000
0,1.0,Dagoretti,1900000
3,3.0,Westlands,21500000
1,1.0,Kileleshwa,4000000
1,,Karen,6500000
2,2.0,Westlands,11500000
2,2.0,Lavington,7800000
2,3.0,Lavington,11000000
3,3.0,Lower Kabete,23200000
3,4.0,Westlands,15500000
2,2.0,Westlands,13500000
2,2.0,Westlands,11000000
4,5.0,Westlands,55000000
3,4.0,Kileleshwa,16700000
3,4.0,Kileleshwa,19500000
2,2.0,Westlands,11500000
3,2.0,Kilimani,12800000
1,1.0,Lavington,5970000
1,1.0,Lavington,6730000
3,3.0,Riverside,39000000
3,4.0,Kileleshwa,14500000
1,1.0,Lavington,5000000
3,3.0,Kileleshwa,13000000
1,1.0,Kileleshwa,4800000
2,2.0,Westlands,14600000
